installation,activity_id,institution_id,source_id,experiment_id,table_id,variable_id,grid_label,path
windpower_offshore,WRF,ERA,TaiESM1,historical,1hr,cf,d03,s3://wfclimres/era/windpower_offshore/taiesm1/historical/1hr/cf/d03/
windpower_offshore,WRF,ERA,TaiESM1,historical,1hr,gen,d03,s3://wfclimres/era/windpower_offshore/taiesm1/historical/1hr/gen/d03/
windpower_offshore,WRF,ERA,TaiESM1,historical,day,cf,d03,s3://wfclimres/era/windpower_offshore/taiesm1/historical/day/cf/d03/
windpower_offshore,WRF,ERA,TaiESM1,historical,day,gen,d03,s3://wfclimres/era/windpower_offshore/taiesm1/historical/day/gen/d03/
windpower_offshore,WRF,ERA,TaiESM1,ssp370,1hr,cf,d03,s3://wfclimres/era/windpower_offshore/taiesm1/ssp370/1hr/cf/d03/
windpower_offshore,WRF,ERA,TaiESM1,ssp370,1hr,gen,d03,s3://wfclimres/era/windpower_offshore/taiesm1/ssp370/1hr/gen/d03/
windpower_offshore,WRF,ERA,TaiESM1,ssp370,day,cf,d03,s3://wfclimres/era/windpower_offshore/taiesm1/ssp370/day/cf/d03/
windpower_offshore,WRF,ERA,TaiESM1,ssp370,day,gen,d03,s3://wfclimres/era/windpower_offshore/taiesm1/ssp370/day/gen/d03/
windpower_onshore,WRF,ERA,EC-Earth3,historical,1hr,cf,d02,s3://wfclimres/era/windpower_onshore/ec-earth3/historical/1hr/cf/d02/
windpower_onshore,WRF,ERA,EC-Earth3,historical,1hr,cf,d03,s3://wfclimres/era/windpower_onshore/ec-earth3/historical/1hr/cf/d03/
windpower_onshore,WRF,ERA,EC-Earth3,historical,1hr,gen,d02,s3://wfclimres/era/windpower_onshore/ec-earth3/historical/1hr/gen/d02/
windpower_onshore,WRF,ERA,EC-Earth3,historical,1hr,gen,d03,s3://wfclimres/era/windpower_onshore/ec-earth3/historical/1hr/gen/d03/
windpower_onshore,WRF,ERA,EC-Earth3,historical,day,cf,d02,s3://wfclimres/era/windpower_onshore/ec-earth3/historical/day/cf/d02/
windpower_onshore,WRF,ERA,EC-Earth3,historical,day,cf,d03,s3://wfclimres/era/windpower_onshore/ec-earth3/historical/day/cf/d03/
windpower_onshore,WRF,ERA,EC-Earth3,historical,day,gen,d02,s3://wfclimres/era/windpower_onshore/ec-earth3/historical/day/gen/d02/
windpower_onshore,WRF,ERA,EC-Earth3,historical,day,gen,d03,s3://wfclimres/era/windpower_onshore/ec-earth3/historical/day/gen/d03/
windpower_onshore,WRF,ERA,EC-Earth3,ssp370,1hr,cf,d02,s3://wfclimres/era/windpower_onshore/ec-earth3/ssp370/1hr/cf/d02/
windpower_onshore,WRF,ERA,EC-Earth3,ssp370,1hr,cf,d03,s3://wfclimres/era/windpower_onshore/ec-earth3/ssp370/1hr/cf/d03/
windpower_onshore,WRF,ERA,EC-Earth3,ssp370,1hr,gen,d02,s3://wfclimres/era/windpower_onshore/ec-earth3/ssp370/1hr/gen/d02/
windpower_onshore,WRF,ERA,EC-Earth3,ssp370,1hr,gen,d03,s3://wfclimres/era/windpower_onshore/ec-earth3/ssp370/1hr/gen/d03/
windpower_onshore,WRF,ERA,EC-Earth3,ssp370,day,cf,d02,s3://wfclimres/era/windpower_onshore/ec-earth3/ssp370/day/cf/d02/
windpower_onshore,WRF,ERA,EC-Earth3,ssp370,day,cf,d03,s3://wfclimres/era/windpower_onshore/ec-earth3/ssp370/day/cf/d03/
windpower_onshore,WRF,ERA,EC-Earth3,ssp370,day,gen,d02,s3://wfclimres/era/windpower_onshore/ec-earth3/ssp370/day/gen/d02/
windpower_onshore,WRF,ERA,EC-Earth3,ssp370,day,gen,d03,s3://wfclimres/era/windpower_onshore/ec-earth3/ssp370/day/gen/d03/
windpower_onshore,WRF,ERA,ERA5,reanalysis,1hr,cf,d02,s3://wfclimres/era/windpower_onshore/era5/reanalysis/1hr/cf/d02/
windpower_onshore,WRF,ERA,ERA5,reanalysis,1hr,cf,d03,s3://wfclimres/era/windpower_onshore/era5/reanalysis/1hr/cf/d03/
windpower_onshore,WRF,ERA,ERA5,reanalysis,1hr,gen,d02,s3://wfclimres/era/windpower_onshore/era5/reanalysis/1hr/gen/d02/
windpower_onshore,WRF,ERA,ERA5,reanalysis,1hr,gen,d03,s3://wfclimres/era/windpower_onshore/era5/reanalysis/1hr/gen/d03/
windpower_onshore,WRF,ERA,ERA5,reanalysis,day,cf,d02,s3://wfclimres/era/windpower_onshore/era5/reanalysis/day/cf/d02/
windpower_onshore,WRF,ERA,ERA5,reanalysis,day,cf,d03,s3://wfclimres/era/windpower_onshore/era5/reanalysis/day/cf/d03/
windpower_onshore,WRF,ERA,ERA5,reanalysis,day,gen,d02,s3://wfclimres/era/windpower_onshore/era5/reanalysis/day/gen/d02/
windpower_onshore,WRF,ERA,ERA5,reanalysis,day,gen,d03,s3://wfclimres/era/windpower_onshore/era5/reanalysis/day/gen/d03/
windpower_onshore,WRF,ERA,MIROC6,historical,1hr,cf,d02,s3://wfclimres/era/windpower_onshore/miroc6/historical/1hr/cf/d02/
windpower_onshore,WRF,ERA,MIROC6,historical,1hr,cf,d03,s3://wfclimres/era/windpower_onshore/miroc6/historical/1hr/cf/d03/
windpower_onshore,WRF,ERA,MIROC6,historical,1hr,gen,d02,s3://wfclimres/era/windpower_onshore/miroc6/historical/1hr/gen/d02/
windpower_onshore,WRF,ERA,MIROC6,historical,1hr,gen,d03,s3://wfclimres/era/windpower_onshore/miroc6/historical/1hr/gen/d03/
windpower_onshore,WRF,ERA,MIROC6,historical,day,cf,d02,s3://wfclimres/era/windpower_onshore/miroc6/historical/day/cf/d02/
windpower_onshore,WRF,ERA,MIROC6,historical,day,cf,d03,s3://wfclimres/era/windpower_onshore/miroc6/historical/day/cf/d03/
windpower_onshore,WRF,ERA,MIROC6,historical,day,gen,d02,s3://wfclimres/era/windpower_onshore/miroc6/historical/day/gen/d02/
windpower_onshore,WRF,ERA,MIROC6,historical,day,gen,d03,s3://wfclimres/era/windpower_onshore/miroc6/historical/day/gen/d03/
windpower_onshore,WRF,ERA,MIROC6,ssp370,1hr,cf,d02,s3://wfclimres/era/windpower_onshore/miroc6/ssp370/1hr/cf/d02/
windpower_onshore,WRF,ERA,MIROC6,ssp370,1hr,cf,d03,s3://wfclimres/era/windpower_onshore/miroc6/ssp370/1hr/cf/d03/
windpower_onshore,WRF,ERA,MIROC6,ssp370,1hr,gen,d02,s3://wfclimres/era/windpower_onshore/miroc6/ssp370/1hr/gen/d02/
windpower_onshore,WRF,ERA,MIROC6,ssp370,1hr,gen,d03,s3://wfclimres/era/windpower_onshore/miroc6/ssp370/1hr/gen/d03/
windpower_onshore,WRF,ERA,MIROC6,ssp370,day,cf,d02,s3://wfclimres/era/windpower_onshore/miroc6/ssp370/day/cf/d02/
windpower_onshore,WRF,ERA,MIROC6,ssp370,day,cf,d03,s3://wfclimres/era/windpower_onshore/miroc6/ssp370/day/cf/d03/
windpower_onshore,WRF,ERA,MIROC6,ssp370,day,gen,d02,s3://wfclimres/era/windpower_onshore/miroc6/ssp370/day/gen/d02/
windpower_onshore,WRF,ERA,MIROC6,ssp370,day,gen,d03,s3://wfclimres/era/windpower_onshore/miroc6/ssp370/day/gen/d03/
