TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,IS_NULLABLE
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CALL_CENTER,CC_SQ_FT,10,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CALL_CENTER,CC_SQ_FT,10,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CALL_CENTER,CC_HOURS,11,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CALL_CENTER,CC_HOURS,11,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CALL_CENTER,CC_MANAGER,12,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CALL_CENTER,CC_MANAGER,12,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CALL_CENTER,CC_MKT_ID,13,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CALL_CENTER,CC_MKT_ID,13,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CALL_CENTER,CC_MKT_CLASS,14,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CALL_CENTER,CC_MKT_CLASS,14,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CALL_CENTER,CC_MKT_DESC,15,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CALL_CENTER,CC_MKT_DESC,15,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CALL_CENTER,CC_MARKET_MANAGER,16,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CALL_CENTER,CC_MARKET_MANAGER,16,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CALL_CENTER,CC_DIVISION,17,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CALL_CENTER,CC_DIVISION,17,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CALL_CENTER,CC_DIVISION_NAME,18,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CALL_CENTER,CC_DIVISION_NAME,18,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CALL_CENTER,CC_COMPANY,19,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CALL_CENTER,CC_COMPANY,19,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CALL_CENTER,CC_COMPANY_NAME,20,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CALL_CENTER,CC_COMPANY_NAME,20,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CALL_CENTER,CC_STREET_NUMBER,21,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CALL_CENTER,CC_STREET_NUMBER,21,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CALL_CENTER,CC_STREET_NAME,22,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CALL_CENTER,CC_STREET_NAME,22,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CALL_CENTER,CC_STREET_TYPE,23,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CALL_CENTER,CC_STREET_TYPE,23,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CALL_CENTER,CC_SUITE_NUMBER,24,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CALL_CENTER,CC_SUITE_NUMBER,24,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CALL_CENTER,CC_CITY,25,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CALL_CENTER,CC_CITY,25,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CALL_CENTER,CC_COUNTY,26,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CALL_CENTER,CC_COUNTY,26,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CALL_CENTER,CC_STATE,27,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CALL_CENTER,CC_STATE,27,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CALL_CENTER,CC_ZIP,28,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CALL_CENTER,CC_ZIP,28,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CALL_CENTER,CC_COUNTRY,29,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CALL_CENTER,CC_COUNTRY,29,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CALL_CENTER,CC_GMT_OFFSET,30,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CALL_CENTER,CC_GMT_OFFSET,30,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CALL_CENTER,CC_TAX_PERCENTAGE,31,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CALL_CENTER,CC_TAX_PERCENTAGE,31,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_PAGE,CP_CATALOG_PAGE_SK,1,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_PAGE,CP_CATALOG_PAGE_SK,1,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_PAGE,CP_CATALOG_PAGE_ID,2,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_PAGE,CP_CATALOG_PAGE_ID,2,TEXT,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_PAGE,CP_START_DATE_SK,3,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_PAGE,CP_START_DATE_SK,3,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_PAGE,CP_END_DATE_SK,4,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_PAGE,CP_END_DATE_SK,4,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_PAGE,CP_DEPARTMENT,5,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_PAGE,CP_DEPARTMENT,5,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_PAGE,CP_CATALOG_NUMBER,6,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_PAGE,CP_CATALOG_NUMBER,6,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_PAGE,CP_CATALOG_PAGE_NUMBER,7,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_PAGE,CP_CATALOG_PAGE_NUMBER,7,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_PAGE,CP_DESCRIPTION,8,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_PAGE,CP_DESCRIPTION,8,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_PAGE,CP_TYPE,9,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_PAGE,CP_TYPE,9,TEXT,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_RETURNED_DATE_SK,1,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_RETURNED_DATE_SK,1,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_RETURNED_TIME_SK,2,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_RETURNED_TIME_SK,2,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_ITEM_SK,3,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_ITEM_SK,3,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_REFUNDED_CUSTOMER_SK,4,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_REFUNDED_CUSTOMER_SK,4,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_REFUNDED_CDEMO_SK,5,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_REFUNDED_CDEMO_SK,5,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_REFUNDED_HDEMO_SK,6,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_REFUNDED_HDEMO_SK,6,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_REFUNDED_ADDR_SK,7,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_REFUNDED_ADDR_SK,7,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_RETURNING_CUSTOMER_SK,8,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_RETURNING_CUSTOMER_SK,8,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_RETURNING_CDEMO_SK,9,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_RETURNING_CDEMO_SK,9,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_RETURNING_HDEMO_SK,10,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_RETURNING_HDEMO_SK,10,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_RETURNING_ADDR_SK,11,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_RETURNING_ADDR_SK,11,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_CALL_CENTER_SK,12,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_CALL_CENTER_SK,12,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_CATALOG_PAGE_SK,13,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_CATALOG_PAGE_SK,13,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_SHIP_MODE_SK,14,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_SHIP_MODE_SK,14,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_WAREHOUSE_SK,15,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_WAREHOUSE_SK,15,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_REASON_SK,16,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_REASON_SK,16,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_ORDER_NUMBER,17,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_ORDER_NUMBER,17,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_RETURN_QUANTITY,18,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_RETURN_QUANTITY,18,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_RETURN_AMOUNT,19,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_RETURN_AMOUNT,19,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_RETURN_TAX,20,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_RETURN_TAX,20,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_RETURN_AMT_INC_TAX,21,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_RETURN_AMT_INC_TAX,21,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_FEE,22,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_FEE,22,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_RETURN_SHIP_COST,23,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_RETURN_SHIP_COST,23,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_REFUNDED_CASH,24,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_REFUNDED_CASH,24,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_REVERSED_CHARGE,25,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_REVERSED_CHARGE,25,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_STORE_CREDIT,26,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_STORE_CREDIT,26,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_RETURNS,CR_NET_LOSS,27,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_RETURNS,CR_NET_LOSS,27,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_SOLD_DATE_SK,1,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_SOLD_DATE_SK,1,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_SOLD_TIME_SK,2,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_SOLD_TIME_SK,2,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_SHIP_DATE_SK,3,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_SHIP_DATE_SK,3,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_BILL_CUSTOMER_SK,4,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_BILL_CUSTOMER_SK,4,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_BILL_CDEMO_SK,5,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_BILL_CDEMO_SK,5,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_BILL_HDEMO_SK,6,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_BILL_HDEMO_SK,6,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_BILL_ADDR_SK,7,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_BILL_ADDR_SK,7,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_SHIP_CUSTOMER_SK,8,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_SHIP_CUSTOMER_SK,8,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_SHIP_CDEMO_SK,9,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_SHIP_CDEMO_SK,9,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_SHIP_HDEMO_SK,10,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_SHIP_HDEMO_SK,10,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_SHIP_ADDR_SK,11,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_SHIP_ADDR_SK,11,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_CALL_CENTER_SK,12,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_CALL_CENTER_SK,12,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_CATALOG_PAGE_SK,13,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_CATALOG_PAGE_SK,13,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_SHIP_MODE_SK,14,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_SHIP_MODE_SK,14,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_WAREHOUSE_SK,15,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_WAREHOUSE_SK,15,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_ITEM_SK,16,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_ITEM_SK,16,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_PROMO_SK,17,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_PROMO_SK,17,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_ORDER_NUMBER,18,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_ORDER_NUMBER,18,NUMBER,NO
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_QUANTITY,19,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_QUANTITY,19,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_WHOLESALE_COST,20,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_WHOLESALE_COST,20,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_LIST_PRICE,21,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_LIST_PRICE,21,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_SALES_PRICE,22,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_SALES_PRICE,22,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_EXT_DISCOUNT_AMT,23,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_EXT_DISCOUNT_AMT,23,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_EXT_SALES_PRICE,24,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_EXT_SALES_PRICE,24,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_EXT_WHOLESALE_COST,25,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_EXT_WHOLESALE_COST,25,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF100TCL,CATALOG_SALES,CS_EXT_LIST_PRICE,26,NUMBER,YES
SNOWFLAKE_SAMPLE_DATA,TPCDS_SF10TCL,CATALOG_SALES,CS_EXT_LIST_PRICE,26,NUMBER,YES
