PAYOFFUID,PAYOFFLOANID,SUBJECT,BODY,CREATED
2933df70-9a19-41c9-a638-fea7bc6f49c4,HMFEA7BC6F49C4,CRB Sale,"[ { ""Loan_investorStartDate"": ""07/15/2025"", ""Loan_investorEndDate"": ""2025-07-29"", ""Loan_remainingPrincipal"": ""30000.0"", ""Investor_name"": ""Cross River Bank Fortress"", ""LoanPro_isOriginatingPartner"": true, ""LoanPro_isPrimaryOwner"": false, ""LoanPro_isPastOwner"": true, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 201, ""LoanPro_subPortfolioIds"": [ 110, 112 ] }, { ""Loan_investorStartDate"": ""2025-07-30"", ""Loan_investorEndDate"": null, ""Loan_remainingPrincipal"": ""30000.0"", ""Loan_purchasePrice"": ""97.281"", ""Loan_purchaseAmount"": ""29184.30"", ""Investor_name"": ""Fortress"", ""LoanPro_isOriginatingPartner"": false, ""LoanPro_isPrimaryOwner"": true, ""LoanPro_isPastOwner"": false, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 202, ""LoanPro_subPortfolioIds"": [ 115 ] } ]",2025-07-30 09:18:20.000000000
2ecbd1a0-92d6-4239-8165-f09ee0212540,HMF09EE0212540,Collections - OMBP  - 09/22 Text," - Via SMS, but did not fully verified &amp; demos    - mbr stated already scheduled pmt 10/08, confirmed internally and advised member to disregard outreach https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/9c650b30-e697-4270-b851-80dd7eecc790   ",2025-09-22 17:46:06.000000000
2ecbd1a0-92d6-4239-8165-f09ee0212540,HMF09EE0212540,One Time Payment Scheduled via HMMA, * Amount: $929.8 * Scheduled Payment Date (Apply Date): 10/08/2025 * Process Date and Timestamp: 10/07/2025 02:00 PM ,2025-09-22 14:09:59.000000000
2ecbd1a0-92d6-4239-8165-f09ee0212540,HMF09EE0212540,Smart Panel - 09/09/2025,"Spoke with/to: Cox, Nicholas Spoke about: He/She said: I lost my job three weeks ago and just started a new one. I'll be able to pay next month ACTION TAKEN: Transferred to GR. Interaction URL: https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/bb54e333-4595-450c-83f7-6f4f9b208f99 ",2025-09-09 20:35:09.000000000
2ecbd1a0-92d6-4239-8165-f09ee0212540,HMF09EE0212540,Smart Panel - 09/09/2025,"Spoke with/to;Cox, Nicholas Spoke about ; mm notified he is not able to make his payment at the moment Resolution or Next Step: not eligible for SAP/ requested reason for the payment difficulties Interaction URL https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/bb54e333-4595-450c-83f7-6f4f9b208f99 ",2025-09-09 20:30:08.000000000
2ecbd1a0-92d6-4239-8165-f09ee0212540,HMF09EE0212540,Smart Panel - 09/09/2025,SMS said: I can't afford to pay it at the moment I request verification. https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/bb54e333-4595-450c-83f7-6f4f9b208f99,2025-09-09 20:05:57.000000000
2ecbd1a0-92d6-4239-8165-f09ee0212540,HMF09EE0212540,CRB Sale,"[ { ""Loan_investorStartDate"": ""07/14/2025"", ""Loan_investorEndDate"": ""2025-07-29"", ""Loan_remainingPrincipal"": ""14000.0"", ""Investor_name"": ""Cross River Bank Fortress"", ""LoanPro_isOriginatingPartner"": true, ""LoanPro_isPrimaryOwner"": false, ""LoanPro_isPastOwner"": true, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 201, ""LoanPro_subPortfolioIds"": [ 110, 112 ] }, { ""Loan_investorStartDate"": ""2025-07-30"", ""Loan_investorEndDate"": null, ""Loan_remainingPrincipal"": ""14000.0"", ""Loan_purchasePrice"": ""97.554"", ""Loan_purchaseAmount"": ""13657.56"", ""Investor_name"": ""Fortress"", ""LoanPro_isOriginatingPartner"": false, ""LoanPro_isPrimaryOwner"": true, ""LoanPro_isPastOwner"": false, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 202, ""LoanPro_subPortfolioIds"": [ 115 ] } ]",2025-07-30 09:17:16.000000000
499af944-6495-4f69-8bd9-f6e406e22863,HMF6E406E22863,Smart Panel - 10/08/2025,OBC 9135485025 VM FULL,2025-10-08 14:24:34.000000000
499af944-6495-4f69-8bd9-f6e406e22863,HMF6E406E22863,Smart Panel - 10/07/2025,Dialed # -5025; Mailbox full,2025-10-07 15:49:31.000000000
499af944-6495-4f69-8bd9-f6e406e22863,HMF6E406E22863,Smart Panel - 09/09/2025,OBC 5025 AMNM,2025-09-09 17:37:52.000000000
499af944-6495-4f69-8bd9-f6e406e22863,HMF6E406E22863,One Time Payment Scheduled via MP, * Amount: $1339.44 * Scheduled Payment Date (Apply Date): 09/14/2025 * Process Date and Timestamp: 09/13/2025 02:00 PM ,2025-09-07 18:22:37.000000000
499af944-6495-4f69-8bd9-f6e406e22863,HMF6E406E22863,Smart Panel - 08/29/2025,Dialed # -5025; Mailbox full,2025-08-29 17:18:41.000000000
499af944-6495-4f69-8bd9-f6e406e22863,HMF6E406E22863,Smart Panel - 08/21/2025,"Dialed skipped # -5024; MRD, 3P adv wrong #, said does not know pri",2025-08-21 22:08:57.000000000
499af944-6495-4f69-8bd9-f6e406e22863,HMF6E406E22863,Smart Panel - 08/20/2025,Dialed # -5025; Mailbox full,2025-08-20 18:50:01.000000000
499af944-6495-4f69-8bd9-f6e406e22863,HMF6E406E22863,Smart Panel - 08/19/2025,OBC 5025 AMNM,2025-08-19 17:21:38.000000000
499af944-6495-4f69-8bd9-f6e406e22863,HMF6E406E22863,Smart Panel - 08/18/2025,OBC 5025 AMNM,2025-08-18 16:48:55.000000000
499af944-6495-4f69-8bd9-f6e406e22863,HMF6E406E22863,Smart Panel - 08/12/2025,vm full 5025 ,2025-08-12 14:24:25.000000000
499af944-6495-4f69-8bd9-f6e406e22863,HMF6E406E22863,Smart Panel - 08/11/2025,OBC 5025 AMNM,2025-08-11 23:22:31.000000000
499af944-6495-4f69-8bd9-f6e406e22863,HMF6E406E22863,Smart Panel - 08/06/2025,"Dialed # -5025; ID, MRD, said unable to speak, asked for cb at 4 PM MDT, 6 PM EDT",2025-08-06 16:10:10.000000000
499af944-6495-4f69-8bd9-f6e406e22863,HMF6E406E22863,CRB Sale,"[ { ""Loan_investorStartDate"": ""07/02/2025"", ""Loan_investorEndDate"": ""2025-07-15"", ""Loan_remainingPrincipal"": ""25000.0"", ""Investor_name"": ""Cross River Bank Fortress"", ""LoanPro_isOriginatingPartner"": true, ""LoanPro_isPrimaryOwner"": false, ""LoanPro_isPastOwner"": true, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 201, ""LoanPro_subPortfolioIds"": [ 110, 112 ] }, { ""Loan_investorStartDate"": ""2025-07-16"", ""Loan_investorEndDate"": null, ""Loan_remainingPrincipal"": ""25000.0"", ""Loan_purchasePrice"": ""97.248"", ""Loan_purchaseAmount"": ""24312.00"", ""Investor_name"": ""Fortress"", ""LoanPro_isOriginatingPartner"": false, ""LoanPro_isPrimaryOwner"": true, ""LoanPro_isPastOwner"": false, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 202, ""LoanPro_subPortfolioIds"": [ 115 ] } ]",2025-07-16 09:20:26.000000000
4ecf851d-82cb-4188-808e-d339cb14b81d,HMD339CB14B81D,One Time Payment Scheduled via MP, * Amount: $739.5 * Scheduled Payment Date (Apply Date): 09/14/2025 * Process Date and Timestamp: 09/13/2025 02:00 PM ,2025-09-14 18:18:15.000000000
4ecf851d-82cb-4188-808e-d339cb14b81d,HMD339CB14B81D,Smart Panel - 08/26/2025,NSF notice. Transfer to collections if member calls in ,2025-08-26 14:19:51.000000000
4ecf851d-82cb-4188-808e-d339cb14b81d,HMD339CB14B81D,Smart Panel - 08/26/2025,https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/92c60f74-97d8-4eaa-8bd6-f09307fb9bb0,2025-08-26 14:19:46.000000000
4ecf851d-82cb-4188-808e-d339cb14b81d,HMD339CB14B81D,CRB Sale,"[ { ""Loan_investorStartDate"": ""07/21/2025"", ""Loan_investorEndDate"": ""2025-07-29"", ""Loan_remainingPrincipal"": ""15000.0"", ""Investor_name"": ""Cross River Bank Fortress"", ""LoanPro_isOriginatingPartner"": true, ""LoanPro_isPrimaryOwner"": false, ""LoanPro_isPastOwner"": true, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 201, ""LoanPro_subPortfolioIds"": [ 110, 112 ] }, { ""Loan_investorStartDate"": ""2025-07-30"", ""Loan_investorEndDate"": null, ""Loan_remainingPrincipal"": ""15000.0"", ""Loan_purchasePrice"": ""96.886"", ""Loan_purchaseAmount"": ""14532.90"", ""Investor_name"": ""Fortress"", ""LoanPro_isOriginatingPartner"": false, ""LoanPro_isPrimaryOwner"": true, ""LoanPro_isPastOwner"": false, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 202, ""LoanPro_subPortfolioIds"": [ 115 ] } ]",2025-07-30 09:17:19.000000000
5e777a59-a8a7-43c2-b65f-716446f4411e,HM716446F4411E,Smart Panel - 09/16/2025,Member wanted to skip but she does not have skip available.. she has 2 months with the loan https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/016292c0-e1d9-4bb2-b11c-91c68bfcb371,2025-09-16 20:47:45.000000000
5e777a59-a8a7-43c2-b65f-716446f4411e,HM716446F4411E,Smart Panel - 09/16/2025,Member wanted to skip but she does not have skip available.. she has 2 months with the loan https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/016292c0-e1d9-4bb2-b11c-91c68bfcb371,2025-09-16 20:47:45.000000000
5e777a59-a8a7-43c2-b65f-716446f4411e,HM716446F4411E,Smart Panel - 09/16/2025,Interaction abandoned https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/016292c0-e1d9-4bb2-b11c-91c68bfcb371,2025-09-16 20:42:39.000000000
5e777a59-a8a7-43c2-b65f-716446f4411e,HM716446F4411E,Smart Panel - 09/16/2025,"Member wanted to skip but the account has 2 months, so she needs be 6 months with the loan at least. https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/016292c0-e1d9-4bb2-b11c-91c68bfcb371",2025-09-16 15:05:07.000000000
5e777a59-a8a7-43c2-b65f-716446f4411e,HM716446F4411E,Collections - NSF Outreach-8/21-OB Email, Email sent InteractionID:https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/72e3b70a-71ba-45d4-8dea-165c7f39b9c7 ,2025-08-21 14:37:41.000000000
5e777a59-a8a7-43c2-b65f-716446f4411e,HM716446F4411E,Change payment date was requested,Member requested a CPD to change the payment date from 07/09/2025 to 07/18/2025 ,2025-06-27 00:56:19.000000000
5e777a59-a8a7-43c2-b65f-716446f4411e,HM716446F4411E,CRB Sale,"[ { ""Loan_investorStartDate"": ""05/09/2025"", ""Loan_investorEndDate"": ""2025-05-20"", ""Loan_remainingPrincipal"": ""17200.0"", ""Investor_name"": ""Cross River Bank Fortress"", ""LoanPro_isOriginatingPartner"": true, ""LoanPro_isPrimaryOwner"": false, ""LoanPro_isPastOwner"": true, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 201, ""LoanPro_subPortfolioIds"": [ 110, 112 ] }, { ""Loan_investorStartDate"": ""2025-05-21"", ""Loan_investorEndDate"": null, ""Loan_remainingPrincipal"": ""17200.0"", ""Loan_purchasePrice"": ""97.151"", ""Loan_purchaseAmount"": ""16709.97"", ""Investor_name"": ""Fortress"", ""LoanPro_isOriginatingPartner"": false, ""LoanPro_isPrimaryOwner"": true, ""LoanPro_isPastOwner"": false, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 202, ""LoanPro_subPortfolioIds"": [ 115 ] } ]",2025-05-21 09:03:25.000000000
6d6666d7-4180-418e-b45a-e55c766b12d3,HME55C766B12D3,Collections - NSF Outreach; OTP Offered 09/24- Email, https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/f77548de-5b1a-484c-a209-2c27c15c9ec5 ,2025-09-24 21:21:26.000000000
6d6666d7-4180-418e-b45a-e55c766b12d3,HME55C766B12D3,One Time Payment Scheduled via HMMA, * Amount: $482.16 * Scheduled Payment Date (Apply Date): 09/23/2025 * Process Date and Timestamp: 09/22/2025 02:00 PM ,2025-09-23 20:23:00.000000000
6d6666d7-4180-418e-b45a-e55c766b12d3,HME55C766B12D3,One Time Payment Scheduled via HMMA, * Amount: $964.32 * Scheduled Payment Date (Apply Date): 09/18/2025 * Process Date and Timestamp: 09/17/2025 02:00 PM ,2025-09-18 23:45:42.000000000
6d6666d7-4180-418e-b45a-e55c766b12d3,HME55C766B12D3,One Time Payment Scheduled via HMMA, * Amount: $482.16 * Scheduled Payment Date (Apply Date): 08/22/2025 * Process Date and Timestamp: 08/21/2025 02:00 PM ,2025-08-23 02:42:14.000000000
6d6666d7-4180-418e-b45a-e55c766b12d3,HME55C766B12D3,One Time Payment Scheduled via MP, * Amount: $482.16 * Scheduled Payment Date (Apply Date): 06/28/2025 * Process Date and Timestamp: 06/27/2025 02:00 PM ,2025-06-28 12:37:09.000000000
6d6666d7-4180-418e-b45a-e55c766b12d3,HME55C766B12D3,Smart Panel - 06/27/2025,"Cross River EM -Please be advised your loan is 28 days past due in the amount of $482.16. This is due to the payment dated 06/07/2025 was returned by your bank as unpaid/insufficient funds. The past due amount needs to post to your account no later than 06/28/2025, to avoid going 30 days past due and possibly receiving a credit hit. I can assist you in scheduling the payment. Nacha $482.16 06/28/25 https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/a3303fdb-ce99-4741-a385-12b11ac50a9f",2025-06-27 14:20:01.000000000
6d6666d7-4180-418e-b45a-e55c766b12d3,HME55C766B12D3,Smart Panel - 06/27/2025,OB Manual Call-NA-VM lft https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/f6297fbe-8476-4a0c-b5ff-d6b5b09193ac,2025-06-27 14:13:46.000000000
6d6666d7-4180-418e-b45a-e55c766b12d3,HME55C766B12D3,Collections - NSF Outreach; OTP Offered 06/11- Email, https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/b5e85441-38c8-42e0-8574-42ccecb02335 ,2025-06-11 19:15:20.000000000
6d6666d7-4180-418e-b45a-e55c766b12d3,HME55C766B12D3,Collections - NSF Outreach; OTP Offered 06/11- Email, https://apps.usw2.pure.cloud/directory/#/engage/admin/interactions/d74f53d0-6ea9-4bc3-82b2-b4f18dfc16a1 ,2025-06-11 19:12:11.000000000
6d6666d7-4180-418e-b45a-e55c766b12d3,HME55C766B12D3,One Time Payment Scheduled via MP, * Amount: $482.16 * Scheduled Payment Date (Apply Date): 06/07/2025 * Process Date and Timestamp: 06/06/2025 02:00 PM ,2025-06-07 12:50:50.000000000
6d6666d7-4180-418e-b45a-e55c766b12d3,HME55C766B12D3,CRB Sale,"[ { ""Loan_investorStartDate"": ""04/30/2025"", ""Loan_investorEndDate"": ""2025-05-06"", ""Loan_remainingPrincipal"": ""15000.0"", ""Investor_name"": ""Cross River Bank Fortress"", ""LoanPro_isOriginatingPartner"": true, ""LoanPro_isPrimaryOwner"": false, ""LoanPro_isPastOwner"": true, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 201, ""LoanPro_subPortfolioIds"": [ 110, 112 ] }, { ""Loan_investorStartDate"": ""2025-05-07"", ""Loan_investorEndDate"": null, ""Loan_remainingPrincipal"": ""15000.0"", ""Loan_purchasePrice"": ""96.925"", ""Loan_purchaseAmount"": ""14538.75"", ""Investor_name"": ""Fortress"", ""LoanPro_isOriginatingPartner"": false, ""LoanPro_isPrimaryOwner"": true, ""LoanPro_isPastOwner"": false, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 202, ""LoanPro_subPortfolioIds"": [ 115 ] } ]",2025-05-07 09:02:25.000000000
90e6908d-bed7-4f79-a485-b9ab70a98326,HMB9AB70A98326,One Time Payment Scheduled via HMMA, * Amount: $598.86 * Scheduled Payment Date (Apply Date): 09/25/2025 * Process Date and Timestamp: 09/24/2025 02:00 PM ,2025-09-25 17:58:22.000000000
90e6908d-bed7-4f79-a485-b9ab70a98326,HMB9AB70A98326,Smart Panel - 09/11/2025,Dialed # -7987; No machine msg left,2025-09-11 23:50:19.000000000
90e6908d-bed7-4f79-a485-b9ab70a98326,HMB9AB70A98326,One Time Payment Scheduled via HMMA, * Amount: $598.86 * Scheduled Payment Date (Apply Date): 09/11/2025 * Process Date and Timestamp: 09/10/2025 02:00 PM ,2025-09-11 17:52:19.000000000
90e6908d-bed7-4f79-a485-b9ab70a98326,HMB9AB70A98326,Smart Panel - 09/10/2025,Lvm 2524687987,2025-09-10 22:53:31.000000000
90e6908d-bed7-4f79-a485-b9ab70a98326,HMB9AB70A98326,Smart Panel - 09/05/2025,OBC 7987 LV,2025-09-05 18:48:17.000000000
90e6908d-bed7-4f79-a485-b9ab70a98326,HMB9AB70A98326,Smart Panel - 08/27/2025,"OBC 7987 MRD MM RFD waiting for payment, customer said they will make payment at end of the week, offered to setup postdated payment but refused, advised collection activity/credit rams, verified address/email/phone",2025-08-27 15:53:27.000000000
90e6908d-bed7-4f79-a485-b9ab70a98326,HMB9AB70A98326,Smart Panel - 08/26/2025,Lvm 2524687987,2025-08-26 12:48:45.000000000
90e6908d-bed7-4f79-a485-b9ab70a98326,HMB9AB70A98326,One Time Payment Scheduled via HMMA, * Amount: $598.86 * Scheduled Payment Date (Apply Date): 07/29/2025 * Process Date and Timestamp: 07/28/2025 02:00 PM ,2025-07-29 16:00:16.000000000
90e6908d-bed7-4f79-a485-b9ab70a98326,HMB9AB70A98326,Smart Panel - 07/28/2025,Lvm 2524687987,2025-07-28 12:34:34.000000000
90e6908d-bed7-4f79-a485-b9ab70a98326,HMB9AB70A98326,One Time Payment Scheduled via HMMA, * Amount: $598.86 * Scheduled Payment Date (Apply Date): 06/26/2025 * Process Date and Timestamp: 06/25/2025 02:00 PM ,2025-06-26 23:39:07.000000000
90e6908d-bed7-4f79-a485-b9ab70a98326,HMB9AB70A98326,Smart Panel - 06/26/2025,Dialed # -7987; lvm,2025-06-26 18:03:35.000000000
90e6908d-bed7-4f79-a485-b9ab70a98326,HMB9AB70A98326,Smart Panel - 06/25/2025,OBC 7987 LV,2025-06-25 14:38:17.000000000
90e6908d-bed7-4f79-a485-b9ab70a98326,HMB9AB70A98326,One Time Payment Scheduled via HMMA, * Amount: $598.86 * Scheduled Payment Date (Apply Date): 05/24/2025 * Process Date and Timestamp: 05/23/2025 02:00 PM ,2025-05-24 13:55:01.000000000
90e6908d-bed7-4f79-a485-b9ab70a98326,HMB9AB70A98326,CRB Sale,"[ { ""Loan_investorStartDate"": ""04/21/2025"", ""Loan_investorEndDate"": ""2025-05-06"", ""Loan_remainingPrincipal"": ""16000.0"", ""Investor_name"": ""Cross River Bank Fortress"", ""LoanPro_isOriginatingPartner"": true, ""LoanPro_isPrimaryOwner"": false, ""LoanPro_isPastOwner"": true, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 201, ""LoanPro_subPortfolioIds"": [ 110, 112 ] }, { ""Loan_investorStartDate"": ""2025-05-07"", ""Loan_investorEndDate"": null, ""Loan_remainingPrincipal"": ""16000.0"", ""Loan_purchasePrice"": ""97.355"", ""Loan_purchaseAmount"": ""15576.80"", ""Investor_name"": ""Fortress"", ""LoanPro_isOriginatingPartner"": false, ""LoanPro_isPrimaryOwner"": true, ""LoanPro_isPastOwner"": false, ""LoanPro_isParticipationOwner"": false, ""LoanPro_portfolioId"": 202, ""LoanPro_subPortfolioIds"": [ 115 ] } ]",2025-05-07 08:59:07.000000000
98dbe64d-c713-426a-b60c-6eea2555c866,HM6EEA2555C866,One Time Payment Scheduled via MP, * Amount: $500.0 * Scheduled Payment Date (Apply Date): 08/22/2025 * Process Date and Timestamp: 08/21/2025 02:00 PM ,2025-08-22 13:25:54.000000000
98dbe64d-c713-426a-b60c-6eea2555c866,HM6EEA2555C866,One Time Payment Scheduled via MP, * Amount: $810.94 * Scheduled Payment Date (Apply Date): 07/25/2025 * Process Date and Timestamp: 07/24/2025 02:00 PM ,2025-07-21 04:01:00.000000000
98dbe64d-c713-426a-b60c-6eea2555c866,HM6EEA2555C866,One Time Payment Scheduled via MP, * Amount: $580.0 * Scheduled Payment Date (Apply Date): 06/30/2025 * Process Date and Timestamp: 06/29/2025 02:00 PM ,2025-07-01 00:51:54.000000000
